任务序号 价格 完成情况 7km内用户信誉均值
746 66.0 1.0 39.02940714285712 
747 68.0 1.0 1197.3216625 
748 85.0 1.0 31.845915384615353 
749 85.0 1.0 27.47398205128203 
750 85.0 1.0 84.02307333333331 
751 65.0 1.0 66.2476058823529 
752 66.5 1.0 2170.773327272727 
753 65.5 1.0 409.7462789473685 
754 72.0 1.0 76.10053877551019 
755 67.5 1.0 57.520415 
756 75.0 1.0 1380.9534714285714 
757 72.0 1.0 17.430100000000003 
758 67.0 1.0 434.42949245283023 
759 85.0 1.0 16.172775999999995 
760 72.0 1.0 58.357099999999996 
761 66.0 1.0 449.01298235294126 
762 72.0 1.0 1088.5679555555553 
763 66.0 1.0 587.1038666666667 
764 85.0 1.0 239.0814088235294 
765 72.0 1.0 427.514664814815 
766 70.0 1.0 34.28297272727269 
767 72.0 1.0 804.2443325000002 
768 66.5 1.0 655.1609212121214 
769 65.5 1.0 410.07993859649133 
770 72.0 1.0 489.5667190476189 
771 66.5 1.0 418.3784890909092 
772 85.0 1.0 11.717257894736845 
773 72.0 1.0 51.49957142857143 
774 85.0 1.0 40.78239999999999 
775 66.0 1.0 35.78158387096773 
776 85.0 1.0 285.7987375 
777 80.0 1.0 285.7987375 
778 72.0 1.0 39.72549090909087 
779 72.0 1.0 475.62212500000015 
780 72.0 1.0 48.1684727272727 
781 67.5 1.0 2193.4923545454544 
782 70.0 1.0 212.02007272727272 
783 68.0 1.0 69.17275882352938 
784 66.0 1.0 424.48692222222235 
785 80.0 1.0 22.24811666666667 
786 71.0 1.0 628.7605057142858 
787 85.0 1.0 54.16649249999996 
788 85.0 1.0 50.227632653061185 
789 85.0 1.0 20.25516666666667 
790 85.0 0.0 79.98408888888888 
791 66.5 1.0 113.52687894736842 
792 85.0 1.0 42.178648936170184 
793 85.0 1.0 20.25516666666667 
794 70.0 1.0 212.02007272727272 
795 85.0 1.0 43.891254999999994 
796 85.0 1.0 23.914992307692305 
797 85.0 1.0 285.7987375 
798 67.5 1.0 41.90307499999999 
799 85.0 1.0 35.889046666666644 
800 72.0 1.0 66.11167499999998 
801 80.0 1.0 34.28297272727269 
802 72.0 1.0 70.349275 
803 72.0 1.0 51.88954999999997 
804 80.0 1.0 760.4776538461537 
805 72.0 1.0 62.65600555555555 
806 65.5 1.0 412.29671578947386 
807 85.0 1.0 15.2292052631579 
808 85.0 1.0 43.891254999999994 
809 72.0 1.0 21.932707692307694 
810 72.0 0.0 71.49176538461536 
811 72.0 0.0 53.01447999999999 
812 72.0 0.0 54.31027499999999 
813 74.0 0.0 27.324235714285702 
814 80.0 1.0 37.89877499999998 
815 72.0 0.0 71.49176538461536 
816 72.0 0.0 52.410229166666674 
817 72.0 0.0 66.11167499999998 
818 72.0 0.0 71.49176538461536 
819 72.0 0.0 108.326406122449 
820 74.0 0.0 13.19416 
821 72.0 0.0 108.26548333333334 
822 72.0 0.0 74.37827999999999 
823 72.0 0.0 119.52019787234045 
824 72.0 0.0 36.6045 
825 72.0 0.0 32.21940555555555 
826 65.5 1.0 90.8944095238095 
827 66.0 1.0 436.8340981132077 
828 80.0 1.0 42.66496999999999 
829 85.0 1.0 37.10919032258062 
830 65.5 0.0 107.90451034482759 
831 72.0 1.0 20.8137 
832 85.0 1.0 63.74517499999995 
833 65.5 1.0 414.007367857143 
834 85.0 1.0 49.99983124999999 
